,name,rebuttal,len_rebuttal
210,Hewitt,"Governor Jindal, Senator Graham just said winning and, fact, former Secretary State Clinton successor President Obama, none matters conversation beside point. In Washington elite, habit saying nice things election time. Senator Graham praised Secretary State Clinton great choice secretary state, national treasure. Can anyone inside Washington win election cycle, praised Secretary State Clinton way?",54
211,Jindal,"No. And whether can win. They win election cycle. One things I agree -- I want thank Donald Trump I've criticized everything narcissist egomaniac -- one things right say nonsense D.C. establishment. It time fire them. You've got choice honest Socialists Left, like Bernie Sanders, lying conservatives Right. We got majority; good done us? See, said going stop amnesty. They said going repeal ObamaCare. They either. Now even willing fight defund Planned Parenthood. They've already -- McConnell already waved white flag defeat. They willing stand fight issues count. I think time term limits. I think time part-time citizen legislators. Let's pay per diem instead six-figure salary, stop seven-figure lobbyists. Let's also pay per diem every day go D.C. Let's keep D.C., working real -- (CROSSTALK)",125
212,Jindal,"-- make live rules laws apply rest us. Not elected, elected. Let's fire current positions.",15
213,Hewitt,"Senator Graham, took shot good debate problem Washington elites saying wonderful things other.",13
214,Graham,"I've called lot things never elite before. My dad owned liquor store, bar poolroom. So America can go back liquor store elite.",22
215,Hewitt,"Is responsive calling Hillary Clinton national treasure, Senator?",8
216,Graham,"I introduced conference Africa. I thought Secretary Clinton good job came dealing problems Africa, particularly among women. George W. Bush set $40 billion aside Rick Santorum helped President Bush wiped entire -- wiped AIDS malaria entire generation young African children. Secretary Clinton --",43
217,Graham,-- Secretary Clinton good -- problem Secretary Clinton. Where hell night Benghazi attack? How let become death threat begin with? And lie happened people?,24
218,Graham,"And want new change terms foreign policy, pick her, secretary state. I've got real good chance beating her, I say things bad time -- just deserves it. And definition flat broke mine little bit different.",35
219,Hewitt,"But Senator, can go back forth way, expect argument American people persuade that?",13
220,Graham,"Well, Ronald Reagan couple really big things remember. He sat Tip O'Neill, liberal guy entire House. They started drinking together. That's first thing I'm going president. We're going drink more. And -- two great Irishmen do? They found way save Social Security bankruptcy adjusting age retirement 65 67. So, yes, I will say nice things times Democrats. Yes, I will work -- work them. (LAUGHTER) I will put country ahead party. Absolutely I want work them. At end day, Hugh, I'm lucky standing here. I'm first family ever go college. Neither one parents finished high school. Darline's tonight. We owned restaurant...",101
221,Hewitt,"Thank you, Senator.",3
222,Graham,"Well, wait minute. We...",4
223,Hewitt,"Thank you, senator.",3
224,Graham,"You asked question. This important. Republicans need tell American people get are. When mom died, I 21. When dad died, I 22. We wiped financially. If Social Security survivor benefit check coming Darline, made it. I need lecture Democrats Social Security.",41
225,Hewitt,"Thank you, Senator.",3
226,Graham,"I want save it, just like Ronald Reagan did.",9
227,Hewitt,"Let's talk economy, We could. Governor Pataki.",7
228,Pataki,Yes?,1
229,Hewitt,"Jeb Bush Donald Trump proposing raising taxes hedge fund managers pay lower rate. Governor Pataki, governor New York, home Wall Street. Do agree hedge fund managers need paying higher rate?",30
230,Pataki,"I throw entire corrupt tax code. It's symbol corruption power lobbyists special interests Washington. It 74,000 pages incomprehensible gobbledygook. What I get rid 1.4 million every year exemptions loopholes, dramatically lower rates. The normal American person paying higher taxes loopholes, one carried interest loophole. I tax income ordinary income. I'd lower rate 24 percent Americans, I give special break Wall Street fat caps -- fat cats.",66
231,Hewitt,So Jeb Bush Donald Trump hedge fund?,7
232,Pataki,"It's hard say I'm Donald trump anything, issue, I agree him. But let just make one point. It's just throwing tax code break back special interests control Washington. It's reforms. I propose law -- right now 400 former members House Senate registered lobbyists Washington. I propose law day one, serve one day House Senate, lifetime ban ever lobbyist Washington, D.C. You get elected, go back home. You stay support special interests.",71
233,Hewitt,"Governor Jindal -- Governor Jindal, three Republicans running president support hedge fund managers paying higher rate. Are fourth?",18
234,Jindal,"Two things, Jake. One, I'm absolutely carve-outs loopholes special interests -- get lobbyists. They get sweetheart deals I rest audience get. So part overall comprehensive tax reform lower, flatter tax code, sure. As single, I just raise taxes, no. I want give government money. The government grown president now, going overwhelm American economy. We've got cut size government economy. Nobody else running president done that. I'm candidate. I've cut state budget 26 percent. Everybody else talks it, done it. So, part overall tax reform cuts rates, flattens lowers tax code, sure. But I'm raising taxes anybody. We already much money going D.C.",102
235,Hewitt,Let's stay topic taxes.,4
236,Pataki,Can I just...,3
237,Hewitt,"I want bring colleague, Dana Bash.",6
238,Bash,"Senator Santorum, just heard Governor Jindal Governor Pataki talk tax reform. Jeb Bush proposed tax reform plan, it, limits deductions, including popular home mortgage deduction. Would president?",27
239,Santorum,"Actually, I'm going proposing plan, I call 20/20 perfect vision America flat tax, 20 percent flat tax income, 20 percent flat tax capital gains corporations. We eliminate deductions, special interest provisions corporations. We deal carried interest issue, everybody pays 20 percent. So, advantage take income. That will create growth. We're going allow expensing corporations.",54
240,Santorum,"For manufacturing, again, I print -- I pledged, I announced I going run president factory floor I make America number one manufacturer world. Why? Because need put Americans back work. Hard working Americans, well economy, start creating jobs here, manufacturing. These people skill levels going able work. We put 20 percent rate corporations, competitive almost every country world. We allow expensing, three year phase in. We start zero manufacturers, phase 20. You're going see enormous investment capital, equipment. You're going see people -- going problems finding folks going able work manufacturing. That's many jobs going create. So, answer is, know, going lower, flatten taxes. We're going put government -- budget. A 10 percent across board cut...",116
241,Bash,"...times up, Senator.",3
242,Santorum,...employment. We've got lot plans.,5
243,Bash,"...OK, times up, Senator. Governor, just bring back this, said OK effectively raising taxes hedge fund managers part tax reform plan. Would aslo away people's deductions mortgages.",27
244,Pataki,"No, I not. I keep deduction. I lower rates dramatically, so, yes, root special carve pay more, everybody else going pay less. I keep home mortgage deduction, charitable deduction, others. And, way, know, I agree Rick manufacturing, approach different. I pass rate manufacturing 12 percent, lowest developed world can make America again. I know important jobs are. When I work -- went college, Christmas summer vacations, I worked factory. My grandparents worked factory. We opportunity now lower energy costs, world labor cost getting higher, make things America worry China. Lower tax burden manufacturing, improve work skills...",96
