,name,rebuttal,len_rebuttal
169,Tapper,That's next. Stay with us. (COMMERCIAL BREAK),7
170,Tapper,"Welcome back to the CNN Republican Debate at the beautiful Reagan Library in Simi Valley, California. Before we took the break, you were all chomping at the bit to talk about Kim Davis, that Kentucky clerk. Governor Pataki said he would have fired Kim Davis, the Kentucky clerk jailed for refusing to issue same-sex marriage licenses. Senator Santorum, do you agree with Governor Pataki?",64
171,Santorum,"16 years ago, this country was tremendously inspired by a young woman who faced a gunman in Columbine and was challenged about her faith and she refused to deny God. We saw her as a hero. Today, someone who refuses to defy (sic) a judge's unconstitutional verdict is ridiculed and criticized, chastised because she's standing up and denying -- not denying her God and her faith. That is a huge difference in 16 years. People have a fundamental right in the First Amendment. There's no more important right. It is the right that is the trunk that all other rights come from, and that's the freedom of conscience. And when we say in America that we have no room -- how many bakers, how many florists, how many pastors, how many clerks are we going to throw in jail because they stand up and say, ""I cannot violate what my faith says is against its teachings""? Is there not room in America? I believe there has to be room. First, I believe we have to pass the First Amendment Defense Act, which provides that room for government officials and others who do not want to be complicit in what they believe is against their faith. Second, we need as a president who's going to fight a court that is abusive, that has superseded their authority. Judicial supremacy is not in the Constitution, and we need a president and a Congress to stand up to a court when it exceeds its constitutional authority.",252
172,Tapper,"Thank you, Senator. Governor Pataki, your response?",7
173,Pataki,"My response is kind of, ""Wow."" You know, we're going to have a president who defies the Supreme Court because they don't agree?",23
174,Santorum,I hope so. If they're wrong.,6
175,Pataki,Then you don't have the rule of law...,8
176,Santorum,"No, what you have is judicial supremacy. You don't have a rule of law when the court has the final say on everything.",23
177,Pataki,"The -- the elected representatives of the people always have the opportunity to change that law. The Supreme Court makes a determination, but it's ultimately the elected officials who decide whether or not that would be accepted. By the way, if I have a chance to lead this country, I will appoint judges who understand their role. They're not going to be making the law; they're going to be interpreting law that the elected officials passed.",76
178,Pataki,"But there's a huge difference between an individual standing up and saying I am going to stand for my religious freedom and my religious rights. I applaud that. This is America. You should be able to engage in your religious belief in the way you see fit. But when you are an elected official and you take an oath of office to uphold the law, all the laws, you cannot pick and choose or you no longer have a society that depends on the rule of law.",87
179,Tapper,"Thank you, Senator Santorum?",4
180,Santorum,"Martin Luther King wrote a letter from the Birmingham jail. And he said in that letter that there are just laws and there are unjust laws. And we have no obligation to -- to condone and accept unjust laws. And he -- and they -- then he followed up and said what's an unjust law? An unjust law is a job that -- a law that go against the moral code or God's law or the natural law. I would argue that what the Supreme Court did is against the natural law, it's against God's law and we have every obligation to stand in opposition to it. UNIDENTIFIED",108
181,Male,Jake...,1
182,Pataki,"Yes, I -- I didn't agree with the Supreme Court's decision, but it is the law of this land. And I am a great admirer of Martin Luther King. And he was prepared to break the law. But it wasn't in an office of political power. It was civil disobedience, where what he was willing to do is voluntarily go to jail with his followers to send a message to the elected representatives that these laws were wrong and had to be changed. And because of his courage, we didn't ignore the courts, we changed the laws and made America a better place. That's the way to do it.",109
